,client_id,client_district_id,client_age,client_gender,disp_id,account_id,type,alltime_sum_trans_amount_by_account_id,alltime_mean_trans_amount_by_account_id,alltime_total_nbr_trans,mean_trans_amount_of_Household,mean_trans_amount_of_Insurance_payment,mean_trans_amount_of_Interest_credited,mean_trans_amount_of_Loan_payment,mean_trans_amount_of_Old-age_pension,mean_trans_amount_of_Payment_for_statement,mean_trans_amount_of_Sanction_interest_if_negative_balance,mean_trans_amount_of_Unknown_Transaction_Type,nbr_trans_Household,nbr_trans_Insurance_payment,nbr_trans_Interest_credited,nbr_trans_Loan_payment,nbr_trans_Old-age_pension,nbr_trans_Payment_for_statement,nbr_trans_Sanction_interest_if_negative_balance,nbr_trans_Unknown_Transaction_Type,mean_trans_amount_of_Credit,mean_trans_amount_of_Unknown_Transaction_Type,mean_trans_amount_of_Withdrawal,nbr_trans_Credit,nbr_trans_Unknown_Transaction_Type,nbr_trans_Withdrawal,1yr_sum_trans_amount_by_account_id,1yr_mean_trans_amount_by_account_id,1yr_total_nbr_trans,3yr_sum_trans_amount_by_account_id,3yr_mean_trans_amount_by_account_id,3yr_total_nbr_trans,trans_ratio_98_97,trans_ratio_97_96,sum_order_amount_by_account_id,mean_order_amount_by_account_id,total_nbr_orders,mean_order_amount_of_Household,mean_order_amount_of_Insurance_payment,mean_order_amount_of_Leasing,mean_order_amount_of_Loan_payment,mean_order_amount_of_Unknown_Order_Type,nbr_orders_Household,nbr_orders_Insurance_payment,nbr_orders_Leasing,nbr_orders_Loan_payment,nbr_orders_Unknown_Order_Type,account_district_id,statement_freq,account_date_opened,loan_id,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_grant,card_id,card_type,card_issued_date,district_id,district_name,region,total_inhabitants,num_munipalities_less_499,500_to999,2000_to_9999,greater_than0000,num_cities,ratio_urban,avg_salary,unemp_rate_95,unemp_rate_96,enterpreneurs_per000,num_crimes95,num_crimes96
3222,3138,70,55.42739726027397,F,3138,2601,DISPONENT,59900.0,2495.833333333333,24.0,,,,,,,,2495.833333333333,,,,,,,,24.0,2857.142857142857,,1990.0,14.0,,10.0,18100.0,1645.4545454545455,11.0,59900.0,2495.833333333333,24.0,0.5727848101265823,,,,,,,,,,,,,,,70,MONTHLY,1423,,,,,,,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
3221,3137,70,51.882191780821934,M,3137,2601,OWNER,59900.0,2495.833333333333,24.0,,,,,,,,2495.833333333333,,,,,,,,24.0,2857.142857142857,,1990.0,14.0,,10.0,18100.0,1645.4545454545455,11.0,59900.0,2495.833333333333,24.0,0.5727848101265823,,,,,,,,,,,,,,,70,MONTHLY,1423,,,,,,,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
4936,4743,61,42.2958904109589,M,4743,3933,DISPONENT,1092656.6999999995,7141.547058823528,153.0,,,156.4205882352941,,,14.600000000000005,,11441.97894736842,,,34.0,,,24.0,,95.0,7904.89,13150.823529411766,4784.096969696968,70.0,17.0,66.0,313426.1,5698.6563636363635,55.0,1092656.6999999995,7141.547058823528,153.0,0.5725185833847535,,1616.2,1616.2,1.0,,,1616.2,,,,,1.0,,,61,MONTHLY,1136,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
4935,4742,61,49.75342465753425,F,4742,3933,OWNER,1092656.6999999995,7141.547058823528,153.0,,,156.4205882352941,,,14.600000000000005,,11441.97894736842,,,34.0,,,24.0,,95.0,7904.89,13150.823529411766,4784.096969696968,70.0,17.0,66.0,313426.1,5698.6563636363635,55.0,1092656.6999999995,7141.547058823528,153.0,0.5725185833847535,,1616.2,1616.2,1.0,,,1616.2,,,,,1.0,,,61,MONTHLY,1136,,,,,,,,,,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
3337,3794,37,22.671232876712327,F,3794,3138,OWNER,248163.20000000013,1711.4703448275864,145.0,,,99.55625000000002,,,14.600000000000007,,2911.357142857143,,,32.0,,,29.0,,84.0,1725.5236842105253,,1695.991304347827,76.0,,69.0,66462.3,1545.6348837209302,43.0,248163.20000000013,1711.4703448275864,145.0,0.5715780891754801,,,,,,,,,,,,,,,37,MONTHLY,1178,,,,,,,594.0,junior,1456.0,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
437,3204,1,42.79726027397261,M,3204,2655,DISPONENT,1190135.9,5721.80721153846,208.0,2900.0,1339.0,167.94642857142853,,,14.600000000000005,,10180.264150943396,25.0,25.0,28.0,,,24.0,,106.0,10161.958333333332,9552.0,3557.197122302157,60.0,9.0,139.0,336358.30000000005,4052.5096385542174,83.0,1190135.9,5721.80721153846,208.0,0.5685314013940551,,6544.0,1636.0,4.0,2900.0,1339.0,2216.0,,89.0,1.0,1.0,1.0,,1.0,1,MONTHLY,1345,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
436,3203,1,39.72054794520548,F,3203,2655,OWNER,1190135.9,5721.80721153846,208.0,2900.0,1339.0,167.94642857142853,,,14.600000000000005,,10180.264150943396,25.0,25.0,28.0,,,24.0,,106.0,10161.958333333332,9552.0,3557.197122302157,60.0,9.0,139.0,336358.30000000005,4052.5096385542174,83.0,1190135.9,5721.80721153846,208.0,0.5685314013940551,,6544.0,1636.0,4.0,2900.0,1339.0,2216.0,,89.0,1.0,1.0,1.0,,1.0,1,MONTHLY,1345,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
327,2316,1,28.79178082191781,M,2316,1906,OWNER,1763953.100000002,8166.449537037046,216.0,7355.0,,194.0448275862069,1872.7999999999995,,14.600000000000005,,12427.024,24.0,,29.0,15.0,,23.0,,125.0,13063.337681159424,9734.3,5585.691970802921,69.0,10.0,137.0,556628.6999999997,5798.215624999998,96.0,1763953.100000002,8166.449537037046,216.0,0.5660244799575023,,9385.8,3128.6,3.0,7355.0,,,1872.8,158.0,1.0,,,1.0,1.0,1,MONTHLY,1308,5343.0,44952.0,24.0,1873.0,C,1741.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2885,1679,67,56.74794520547945,F,1679,1387,OWNER,61891.30000000003,1439.3325581395354,43.0,,,109.56500000000004,,,,,2595.6521739130435,,,20.0,,,,,23.0,1420.289743589744,,1625.0,39.0,,4.0,22239.0,1059.0,21.0,61891.30000000003,1439.3325581395354,43.0,0.5608501902790001,,,,,,,,,,,,,,,67,MONTHLY,1461,,,,,,,,,,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079
4304,649,13,20.68219178082192,F,649,539,OWNER,4099490.3,11613.286968838527,353.0,,,215.9583333333333,,,100.0,3.9,17439.423076923078,,,60.0,,,57.0,2.0,234.0,13249.641935483874,14004.631578947368,9942.501675977652,155.0,19.0,179.0,688447.1,9834.958571428571,70.0,2674212.4,12100.508597285063,221.0,0.5606769980325526,2.9729995934745768,,,,,,,,,,,,,,13,TRANSACTION,46,,,,,,,117.0,junior,1422.0,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
1591,6112,43,40.03835616438357,F,6112,5063,OWNER,1000963.199999999,5819.5534883720875,172.0,,,89.69743589743588,,,14.60000000000001,9.2,10835.739130434782,,,39.0,,,37.0,4.0,92.0,6446.9769230769225,11669.111111111111,4624.435294117641,78.0,9.0,85.0,143771.5,3267.534090909091,44.0,778416.2999999993,5022.040645161286,155.0,0.5580102177253431,1.157734841509812,,,,,,,,,,,,,,43,MONTHLY,1013,,,,,,,,,,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
2846,3765,45,42.96712328767124,F,3765,3113,OWNER,4682039.799999998,9021.27129094412,519.0,8001.0,367.0,163.1634920634921,,,14.600000000000017,1.9666666666666668,14651.671280276816,52.0,56.0,63.0,,,56.0,3.0,289.0,16246.92620689655,11462.909090909092,6061.001377410475,145.0,11.0,363.0,702100.9999999997,7631.532608695648,92.0,3309710.8000000026,10215.156790123465,324.0,0.5579287071274196,1.9913631543642112,12766.0,3191.5,4.0,8001.0,367.0,,,2199.0,1.0,1.0,,,2.0,67,MONTHLY,227,,,,,,,588.0,classic,1649.0,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
797,451,12,19.731506849315068,M,451,371,OWNER,298040.09999999986,2275.1152671755717,131.0,,,157.85172413793106,,,14.600000000000005,,3757.8461538461534,,,29.0,,,24.0,,78.0,2319.996103896104,,2211.1185185185204,77.0,,54.0,94148.9,1623.2568965517246,58.0,298040.09999999986,2275.1152671755717,131.0,0.5576256419581032,,,,,,,,,,,,,,,12,MONTHLY,1309,,,,,,,73.0,junior,2027.0,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868
3256,4407,70,23.50684931506849,M,4407,3656,OWNER,672787.1999999994,2250.1244147157167,299.0,,,96.6707692307692,,,14.600000000000017,,3847.473988439306,,,65.0,,,61.0,,173.0,2101.9693181818184,,2462.118699186991,176.0,,123.0,88266.79999999997,1665.4113207547168,53.0,366517.49999999977,2319.7310126582265,158.0,0.5559455006273272,0.9541589191125298,,,,,,,,,,,,,,53,MONTHLY,217,,,,,,,,,,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
573,4340,1,49.490410958904114,F,4340,3597,OWNER,2640294.7,12632.988995215312,209.0,3134.0,,249.90000000000003,,,100.0,,21510.69491525424,29.0,,33.0,,,29.0,,118.0,15320.4908045977,11994.714285714286,10550.796296296296,87.0,14.0,108.0,735600.2,10360.566197183098,71.0,2640294.7,12632.988995215312,209.0,0.5532578197285548,,6516.7,3258.35,2.0,3134.0,,3382.7,,,1.0,,1.0,,,1,TRANSACTION,1136,,,,,,,668.0,classic,1474.0,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1128,6052,40,49.77260273972602,M,6052,5011,OWNER,4866812.599999999,11957.770515970513,407.0,15201.612903225809,,125.60000000000002,,,14.600000000000017,19.066666666666666,18555.507109004742,62.0,,64.0,,,61.0,9.0,211.0,14571.403592814373,10075.052631578948,10144.625339366523,167.0,19.0,221.0,626120.6,8944.579999999998,70.0,3364624.500000002,13567.034274193556,248.0,0.5504201111845448,2.3410805298615665,,,,,,,,,,,,,,31,MONTHLY,236,,,,,,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
4789,2297,48,33.97534246575343,M,2297,1893,OWNER,2605714.600000001,14084.943783783789,185.0,6289.0,,198.75862068965515,,,14.600000000000005,,23423.625,26.0,,29.0,,,26.0,,104.0,17614.33333333333,11624.333333333336,11681.669230769236,75.0,6.0,104.0,753996.5999999999,11424.190909090908,66.0,2605714.600000001,14084.943783783789,185.0,0.5467711927729573,,6289.0,6289.0,1.0,6289.0,,,,,1.0,,,,,48,MONTHLY,1296,,,,,,,,,,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
4790,2298,48,29.65205479452055,F,2298,1893,DISPONENT,2605714.600000001,14084.943783783789,185.0,6289.0,,198.75862068965515,,,14.600000000000005,,23423.625,26.0,,29.0,,,26.0,,104.0,17614.33333333333,11624.333333333336,11681.669230769236,75.0,6.0,104.0,753996.5999999999,11424.190909090908,66.0,2605714.600000001,14084.943783783789,185.0,0.5467711927729573,,6289.0,6289.0,1.0,6289.0,,,,,1.0,,,,,48,MONTHLY,1296,,,,,,,,,,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
5043,5236,25,20.594520547945205,M,5236,4346,OWNER,3123703.100000004,12249.816078431384,255.0,5389.0,,235.47352941176467,,,14.600000000000007,,18345.27329192547,30.0,,34.0,,,30.0,,161.0,16631.313541666666,13119.888888888889,9393.453333333342,96.0,9.0,150.0,596065.4999999998,7545.132911392402,79.0,3123703.100000004,12249.816078431384,255.0,0.5455609580901458,,10785.0,3595.0,3.0,5389.0,,2329.0,,3067.0,1.0,,1.0,,1.0,25,MONTHLY,1169,,,,,,,,,,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.47,2.68,113,1822,2218
16,2103,18,54.94520547945206,F,2103,1733,OWNER,1964599.200000001,12202.479503105596,161.0,5808.0,,201.40645161290317,,,14.6,,20864.55681818182,21.0,,31.0,,,21.0,,88.0,15045.706060606062,11813.5,10081.317241379304,66.0,8.0,87.0,650706.7999999998,9569.21764705882,68.0,1964599.200000001,12202.479503105596,161.0,0.5454904706149525,,8934.0,4467.0,2.0,5808.0,,3126.0,,,1.0,,1.0,,,18,MONTHLY,1205,,,,,,,,,,18,Pisek,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910
3394,3944,8,63.04383561643836,M,3944,3260,OWNER,6270956.799999995,11138.46678507992,563.0,8462.0,,250.0840579710145,,,14.600000000000017,,15666.818681318682,65.0,,69.0,,,65.0,,364.0,15444.638048780489,12506.676470588234,8270.305555555564,205.0,34.0,324.0,786615.1999999998,9041.554022988503,87.0,3722997.800000003,11856.680891719756,314.0,0.5432521834123711,1.0063000505035378,8502.0,4251.0,2.0,8462.0,,,,40.0,1.0,,,,1.0,68,MONTHLY,83,,,,,,,617.0,gold,1559.0,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
3395,3945,8,67.23287671232876,F,3945,3260,DISPONENT,6270956.799999995,11138.46678507992,563.0,8462.0,,250.0840579710145,,,14.600000000000017,,15666.818681318682,65.0,,69.0,,,65.0,,364.0,15444.638048780489,12506.676470588234,8270.305555555564,205.0,34.0,324.0,786615.1999999998,9041.554022988503,87.0,3722997.800000003,11856.680891719756,314.0,0.5432521834123711,1.0063000505035378,8502.0,4251.0,2.0,8462.0,,,,40.0,1.0,,,,1.0,68,MONTHLY,83,,,,,,,,,,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
1159,946,54,47.43835616438356,M,946,790,OWNER,3769490.5000000005,9284.459359605911,406.0,,,170.07611940298506,4335.799999999998,,14.600000000000017,,15103.10970464135,,,67.0,41.0,,61.0,,237.0,12020.690506329109,9790.125,7300.260714285729,158.0,24.0,224.0,354022.2,5803.6426229508215,61.0,2493104.2000000025,10387.934166666677,240.0,0.5426904260235932,1.2421469273383476,4335.8,4335.8,1.0,,,,4335.8,,,,,1.0,,54,MONTHLY,130,5126.0,208128.0,48.0,4336.0,B,569.0,159.0,classic,850.0,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
5066,2042,49,16.506849315068493,M,2042,1682,OWNER,431002.69999999966,2381.2303867403307,181.0,,,148.11388888888894,,,14.600000000000007,,3729.982456140351,,,36.0,,,31.0,,114.0,2472.632631578947,,2280.2627906976754,95.0,,86.0,108010.60000000003,1742.1064516129038,62.0,430102.69999999966,2389.4594444444424,180.0,0.5420588889184428,221.39988888888888,,,,,,,,,,,,,,49,MONTHLY,1085,,,,,,,,,,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123
394,2932,1,58.51506849315069,F,2932,2427,OWNER,2046250.2,5040.025123152709,406.0,5496.0,2342.0,128.3593220338983,,,30.0,,8775.775956284153,55.0,55.0,59.0,,,54.0,,183.0,7872.516666666666,9370.5,3322.2868217054265,132.0,16.0,258.0,341532.6,3971.309302325581,86.0,1277425.0,4913.173076923077,260.0,0.5398454877334786,2.9319063289719614,8706.0,2902.0,3.0,5496.0,2342.0,,,868.0,1.0,1.0,,,1.0,70,WEEKLY,280,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1773,9933,74,57.25205479452055,M,9625,8041,OWNER,5601309.299999991,12672.645475113102,442.0,,,245.33174603174598,3900.5,,14.600000000000017,,18839.60899653979,,,63.0,36.0,,54.0,,289.0,15841.982777777775,10946.41379310345,10439.083261802587,180.0,29.0,233.0,727242.2999999998,8359.106896551722,87.0,3570750.900000002,12398.440625000007,288.0,0.5386124603618506,0.9017254012975836,3900.5,3900.5,1.0,,,,3900.5,,,,,1.0,,1,MONTHLY,282,6645.0,140400.0,36.0,3900.0,A,674.0,1025.0,classic,1711.0,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
4158,1273,6,20.56164383561644,M,1273,1060,OWNER,276448.6,7088.425641025641,39.0,,,237.66153846153838,,,,,10513.807692307691,,,13.0,,,,,26.0,5845.944000000002,,9307.142857142857,25.0,,14.0,90934.80000000002,5683.425000000001,16.0,276448.6,7088.425641025641,39.0,0.5380318056868729,,,,,,,,,,,,,,,6,MONTHLY,1388,,,,,,,,,,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
2651,5753,39,50.64383561643836,M,5753,4768,OWNER,2638558.3000000017,14109.93743315509,187.0,,,168.27741935483868,,,14.600000000000007,1.95,20896.261904761905,,,31.0,,,28.0,2.0,126.0,16122.802409638547,12509.5625,12502.41704545454,83.0,16.0,88.0,645860.7999999999,9785.769696969695,66.0,2638558.3000000017,14109.93743315509,187.0,0.5329798733627658,,,,,,,,,,,,,,,39,MONTHLY,1263,,,,,,,,,,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
4272,1606,65,16.342465753424662,M,1606,1327,OWNER,651127.0999999992,2429.578731343281,268.0,,,111.92884615384612,,,14.600000000000017,,3836.940476190476,,,52.0,,,48.0,,168.0,2598.653488372093,,2272.6676258992793,129.0,,139.0,92425.4,1621.4982456140347,57.0,474154.9999999996,2535.5882352941157,187.0,0.5322234954710089,1.3708770237445858,,,,,,,,,,,,,,65,MONTHLY,600,,,,,,,,,,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
664,7390,1,61.2,M,7390,6118,OWNER,3032913.2,7433.610784313725,408.0,5831.481481481482,,145.14561403508768,7518.0,,30.0,18.733333333333334,17024.88888888889,54.0,,114.0,33.0,,54.0,9.0,144.0,8167.359574468083,11174.111111111111,6620.296682464455,188.0,9.0,211.0,276353.19999999995,4005.118840579709,69.0,1763848.6999999997,6944.286220472439,254.0,0.5308264758236165,1.4387517517719466,7518.0,7518.0,1.0,,,,7518.0,,,,,1.0,,1,WEEKLY,430,6244.0,270648.0,36.0,7518.0,B,737.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1138,289,54,40.794520547945204,M,289,239,OWNER,5026138.800000002,8833.284358523728,569.0,1042.0,152.0,215.0114285714285,,,30.0,,16116.699346405227,65.0,64.0,70.0,,,64.0,,306.0,13753.026086956515,12398.131578947368,5834.158501440922,184.0,38.0,347.0,405909.5,4665.626436781608,87.0,2778949.999999999,8822.063492063491,315.0,0.5307670993818845,1.5091759051285059,7189.0,2396.333333333333,3.0,1042.0,152.0,,,5995.0,1.0,1.0,,,1.0,69,WEEKLY,59,,,,,,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
1493,1690,46,51.41095890410959,F,1690,1396,OWNER,2559352.2000000016,13057.91938775511,196.0,14707.0,,209.29655172413794,,,14.600000000000005,,18874.09565217392,26.0,,29.0,,,26.0,,115.0,14732.347727272725,14127.111111111111,11472.339393939397,88.0,9.0,99.0,707281.4999999999,9430.419999999998,75.0,2559352.2000000016,13057.91938775511,196.0,0.5217845394730775,,14707.0,14707.0,1.0,14707.0,,,,,1.0,,,,,46,MONTHLY,1272,,,,,,,266.0,classic,1523.0,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618
3023,675,50,23.153424657534245,M,675,562,OWNER,1279065.2000000004,2900.374603174604,441.0,,,140.21428571428567,,,14.600000000000017,,4171.9473684210525,,,70.0,,,67.0,,304.0,2800.5708333333337,,3019.5432835820866,240.0,,201.0,161357.7,2210.3794520547945,73.0,718132.5999999995,3082.114163090127,233.0,0.5212106627474099,1.7108362958742531,,,,,,,,,,,,,,50,MONTHLY,55,,,,,,,,,,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
696,11574,1,54.73698630136986,F,11266,9403,OWNER,2675014.6,6206.530394431554,431.0,3225.0,,149.05294117647057,3358.0,,30.0,,11839.675126903554,65.0,,68.0,36.0,,65.0,,197.0,9064.547651006716,13443.4,4374.863970588235,149.0,10.0,272.0,352271.99999999994,4696.959999999998,75.0,1316506.5000000005,5774.151315789476,228.0,0.520053931650063,2.0764102634841954,6583.0,3291.5,2.0,3225.0,,,3358.0,,1.0,,,1.0,,1,WEEKLY,85,6919.0,120888.0,36.0,3358.0,A,581.0,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1466,10528,47,46.90684931506849,F,10220,8533,OWNER,3134030.3000000026,10587.940202702712,296.0,,,232.17361111111103,3626.0,,14.600000000000007,,18408.10975609756,,,72.0,27.0,,33.0,,164.0,11674.334558823533,11451.541666666664,9349.1455882353,136.0,24.0,136.0,597360.8999999998,7027.775294117645,85.0,3114530.3000000017,10629.796245733796,293.0,0.517448843143748,59.201779487179486,3626.0,3626.0,1.0,,,,3626.0,,,,,1.0,,47,MONTHLY,1012,6732.0,174048.0,48.0,3626.0,C,1357.0,1056.0,classic,1770.0,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
1467,11123,47,50.95890410958904,M,10815,9031,OWNER,761984.0999999999,4031.661904761904,189.0,4228.0,645.0,116.8446808510638,2088.0,,14.6,,9453.878787878788,19.0,19.0,47.0,19.0,,19.0,,66.0,5493.4464788732375,4158.0,3143.5162393162377,71.0,1.0,117.0,259362.00000000012,2493.865384615385,104.0,761984.0999999999,4031.661904761904,189.0,0.5160178989344083,,7106.0,1776.5,4.0,4228.0,645.0,,2088.0,145.0,1.0,1.0,,1.0,1.0,47,MONTHLY,1475,6819.0,50112.0,24.0,2088.0,C,1583.0,,,,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
578,4393,1,57.34520547945207,F,4393,3643,OWNER,87400.0,1859.5744680851064,47.0,,,,,,,,1859.5744680851064,,,,,,,,47.0,2207.4074074074074,,1390.0,27.0,,20.0,12100.0,1100.0,11.0,52800.0,1552.9411764705883,34.0,0.5148936170212766,0.685131195335277,,,,,,,,,,,,,,1,MONTHLY,720,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
3527,4474,3,34.084931506849315,F,4474,3711,OWNER,768064.2999999993,7604.597029702963,101.0,6308.333333333332,,92.78125,7683.199999999999,,14.599999999999996,30.3,15928.435897435897,12.0,,16.0,9.0,,15.0,10.0,39.0,11260.102941176467,11325.0,5578.0123076923055,34.0,2.0,65.0,259399.00000000012,4396.593220338985,59.0,768064.2999999993,7604.597029702963,101.0,0.5099600857381075,,7683.2,7683.2,1.0,,,,7683.2,,,,,1.0,,3,MONTHLY,1588,5731.0,460980.0,60.0,7683.0,D,1769.0,,,,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813
3312,822,37,39.67945205479453,F,822,685,OWNER,2812755.0000000005,12843.630136986303,219.0,,,221.15,,,30.0,,19067.68027210884,,,40.0,,,32.0,,147.0,14328.316831683169,11463.571428571433,11596.494845360825,101.0,21.0,97.0,763674.5000000001,12317.330645161292,62.0,2706894.5000000005,13467.136815920401,201.0,0.5097659110415766,14.151535275197075,3847.2,3847.2,1.0,,,3847.2,,,,,1.0,,,37,WEEKLY,733,,,,,,,146.0,classic,2029.0,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
149,743,1,57.909589041095884,M,743,619,OWNER,2167148.4000000004,8335.186153846154,260.0,1729.0,,152.45999999999995,,,30.0,,14543.111111111111,38.0,,40.0,,,38.0,,144.0,11252.677551020402,8562.5,6466.792207792209,98.0,8.0,154.0,294563.9,4463.0893939393945,66.0,1721941.1,7454.290476190477,231.0,0.5071181707765317,1.3046922186585892,8267.0,4133.5,2.0,1729.0,,,,6538.0,1.0,,,,1.0,1,WEEKLY,981,,,,,,,,,,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
1256,4709,54,20.72602739726027,M,4709,3905,OWNER,1385436.2,11356.034426229508,122.0,7689.0,,166.36,,,100.0,,18377.88235294117,17.0,,20.0,,,17.0,,68.0,13093.392592592592,16035.0,9168.55,54.0,8.0,60.0,463744.1,6921.553731343282,67.0,1385436.2,11356.034426229508,122.0,0.5031442712810493,,7689.0,7689.0,1.0,7689.0,,,,,1.0,,,,,54,TRANSACTION,1608,,,,,,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
1927,1286,52,48.83835616438356,F,1286,1071,OWNER,3758208.8,9562.872264631043,393.0,,,188.18088235294118,4219.5,,30.0,,17299.712871287127,,,68.0,59.0,,64.0,,202.0,12372.054248366016,11466.0,7264.315165876777,153.0,29.0,211.0,470172.8,7463.0603174603175,63.0,1879398.4,8823.466666666667,213.0,0.5026917267251598,1.5864033195200915,4219.5,4219.5,1.0,,,,4219.5,,,,,1.0,,68,WEEKLY,129,5170.0,253200.0,60.0,4220.0,C,384.0,,,,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
2714,80,64,19.863013698630137,F,80,69,OWNER,501134.9999999996,2556.811224489794,196.0,,,119.50555555555556,,,14.600000000000007,,3908.275590551181,,,36.0,,,33.0,,127.0,2295.147967479675,,2997.6958904109615,123.0,,73.0,95925.3,1598.755,60.0,501134.9999999996,2556.811224489794,196.0,0.5025993092261067,,,,,,,,,,,,,,,64,MONTHLY,1106,,,,,,,,,,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
4859,1913,69,30.734246575342464,M,1913,1580,OWNER,2358454.600000004,11338.724038461552,208.0,,,183.38285714285712,8094.199999999998,,14.600000000000007,,17413.635658914733,,,35.0,13.0,,31.0,,129.0,14063.68705882353,11718.222222222224,9276.992982456131,85.0,9.0,114.0,457882.1,7385.195161290322,62.0,2358454.600000004,11338.724038461552,208.0,0.5010011113490326,,8094.2,8094.2,1.0,,,,8094.2,,,,,1.0,,69,MONTHLY,1102,5281.0,194256.0,24.0,8094.0,C,1791.0,304.0,classic,1831.0,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,-1.0,7.01,124,-1,1358
